College ID,Country,Total Students,Male,Female,CGPA,Annual Family Income,Branch,Sports,Research Papers Published,Placement Rate,Faculty Count
College 10,UK,22829,14910,6001,9.6710595,4042119,Civil Engineering,Chess,22,76.03,344
College 15,Switzerland,2034,12750,-10716,10.0,4676193,Business Administration,Swimming,30,76.85,199
College 47,Canada,5066,2279,1067,10.0,4640797,Mathematics,Football,41,83.00999999999999,459
College 93,South Africa,22478,12349,8595,8.8022255,1164451,Computer Science,Football,38,75.89999999999999,603
College 25,Australia,2916,1471,1445,7.653502,4027004,Mathematics,Volleyball,33,72.42999999999999,244
College 6,China,15187,3372,8896,9.056909,2613818,Economics,Athletics,12,62.25,492
College 11,UK,25092,6368,6745,9.428322,4056644,Physics,Football,1,81.28,561
College 17,South Africa,22358,9202,9440,9.4848985,1589797,Mechanical Engineering,Badminton,45,78.97,276
College 15,Japan,11599,4182,1922,6.222168,664336,Business Administration,Athletics,15,93.16,471
College 16,Singapore,20613,13906,6707,9.3699465,2859893,Economics,Cricket,19,77.48,338
College 56,South Africa,6377,944,5433,9.8179765,1995953,Economics,Chess,15,71.58,184
College 66,China,22206,12467,8271,8.622344,3204688,Computer Science,Volleyball,22,64.08,397
College 36,USA,26740,11487,11017,7.957717499999999,1815435,Computer Science,Swimming,44,82.53,477
College 83,China,6465,10604,-4139,8.1778435,3415687,Electrical Engineering,Basketball,4,69.67,193
College 38,Singapore,1884,5892,-4008,10.0,2585836,Civil Engineering,Athletics,19,74.45,178
College 85,Australia,8403,5220,3183,8.59679,573580,Electrical Engineering,Basketball,36,73.33999999999999,467
College 75,Australia,6284,1581,4703,8.251847,543694,Biotechnology,Tennis,22,64.06,543
College 3,China,27772,9506,14827,9.0103505,2880701,Economics,Swimming,48,76.25999999999999,537
College 98,Japan,24316,11525,11882,8.771476,4122952,Business Administration,Chess,47,89.82000000000001,559
College 18,China,15121,13848,1273,9.7091045,4558209,Business Administration,Badminton,46,70.41999999999999,532
College 79,Switzerland,27045,5305,12487,9.033681,4807362,Physics,Chess,20,86.33,627
College 89,Japan,2094,8421,-6327,10.0,3433406,Business Administration,Football,6,100.0,290
College 54,Australia,22626,13188,6042,7.486639999999999,1693280,Mathematics,Basketball,27,94.58,492
College 79,India,25151,11510,2029,8.6943415,1248683,Electrical Engineering,Chess,7,66.37,564
College 94,Canada,5026,13017,-7991,8.969341,4238682,Civil Engineering,Chess,33,91.05,443
College 17,Japan,13110,11540,1570,7.412484,1464968,Computer Science,Volleyball,25,75.49,310
College 82,Japan,4651,6113,-1462,8.7374865,3494973,Computer Science,Football,49,79.34,149
College 95,China,11774,6623,5151,8.8697405,1119481,Chemical Engineering,Volleyball,12,89.9,456
College 82,Australia,9879,5319,4560,7.630814000000001,1301628,Chemical Engineering,Tennis,49,100.0,388
College 99,Australia,2368,6507,-4139,9.0371585,454317,Civil Engineering,Cricket,5,64.59,392
College 13,Canada,27126,14556,12570,10.0,3842536,Civil Engineering,Basketball,22,82.38000000000001,322
College 63,Singapore,22804,13804,5684,10.0,4954897,Electrical Engineering,Volleyball,44,76.83000000000001,683
College 14,Singapore,29044,5722,7679,9.0644625,648925,Chemical Engineering,Football,43,85.00999999999999,526
College 59,UK,4841,9706,-4865,10.0,4613413,Mechanical Engineering,Swimming,36,64.59,398
College 36,South Africa,2464,14403,-11939,9.789647,3159294,Mechanical Engineering,Tennis,2,60.24,151
College 18,Canada,26967,2263,844,8.256278,1952556,Electrical Engineering,Badminton,33,100.0,660
College 5,Japan,17485,5498,3642,8.9940555,3768111,Mathematics,Football,18,62.43,603
College 14,Canada,22256,4341,14112,10.0,3642906,Mathematics,Swimming,36,67.41,439
College 25,Australia,17022,14683,2339,9.8340455,2808091,Business Administration,Swimming,5,60.66,579
College 44,Japan,15988,5269,10719,8.0584905,636981,Business Administration,Football,29,70.4,503
College 39,South Africa,19852,13431,3834,7.852375,1864750,Economics,Badminton,36,89.92999999999999,396
College 12,South Africa,26412,6180,9954,8.524193499999999,3188387,Chemical Engineering,Chess,12,98.38,658
College 61,Canada,15864,2436,10890,9.780688,4661376,Business Administration,Athletics,39,65.87,544
College 62,China,17850,14463,3387,10.0,1354707,Mechanical Engineering,Basketball,12,67.79,401
College 53,UK,12541,6847,5694,8.5372595,3394519,Mechanical Engineering,Volleyball,42,93.33,462
College 53,South Africa,16007,8765,6370,10.0,3640652,Chemical Engineering,Football,1,76.46,596
College 28,Australia,3687,7839,-4152,8.485039500000001,2910079,Mathematics,Cricket,27,83.87,221
College 35,South Africa,3746,14668,-10922,9.8376805,4515361,Mechanical Engineering,Volleyball,24,81.30000000000001,327
College 65,India,24061,2980,13994,6.692123,884246,Economics,Athletics,39,78.97,403
College 3,India,21349,12911,8438,7.446044,2172088,Biotechnology,Badminton,0,85.07,284
College 43,Australia,18508,568,13214,8.4002395,440479,Mathematics,Badminton,31,86.83999999999999,677
College 50,Singapore,9224,13290,-4066,10.0,3714912,Biotechnology,Badminton,46,87.28999999999999,381
College 71,Japan,22538,4761,13106,8.8274845,2514969,Chemical Engineering,Cricket,28,78.03999999999999,477
College 9,Japan,12472,1253,1069,7.5404615,3580923,Chemical Engineering,Athletics,1,86.08,438
College 36,UK,26500,12075,4882,10.0,1982603,Economics,Athletics,9,77.64,461
College 23,South Africa,11614,9648,1966,9.524793,4269586,Electrical Engineering,Tennis,46,100.0,460
College 88,India,21042,3774,926,7.489897,279794,Computer Science,Football,15,73.95,659
College 74,Australia,17742,14176,3566,7.51282,4165640,Mathematics,Football,37,64.69,336
College 50,USA,1848,2631,-783,9.291433,1702866,Civil Engineering,Volleyball,0,68.82,397
College 55,USA,8911,5862,3049,7.081854999999999,623710,Chemical Engineering,Basketball,49,97.77,512
College 12,South Africa,20931,10003,2130,9.118782,397564,Physics,Swimming,29,85.55000000000001,403
College 83,China,19646,10283,9363,8.84082,2721640,Computer Science,Football,0,75.83,321
College 32,USA,7034,11722,-4688,8.9070015,4774003,Chemical Engineering,Athletics,26,62.870000000000005,273
College 24,South Africa,8809,7306,1503,9.113753,2227506,Chemical Engineering,Athletics,49,96.04,148
College 86,Canada,28416,2357,2753,8.729875,4079750,Physics,Tennis,17,90.28,740
College 67,Switzerland,13821,4192,6186,7.8179725,2655945,Mechanical Engineering,Athletics,40,82.74,455
College 27,Canada,26780,13622,2191,10.0,4988508,Mathematics,Chess,1,97.32,418
College 61,South Africa,26860,980,9709,8.203158499999999,1626317,Business Administration,Tennis,0,79.54,507
College 19,China,13882,3704,7745,7.784452499999999,788905,Chemical Engineering,Basketball,21,68.33999999999999,234
College 73,South Africa,12965,8586,2376,9.6558625,2151725,Computer Science,Swimming,27,82.73,305
College 51,UK,10613,14374,-3761,8.4922735,2044547,Mathematics,Swimming,26,62.61,218
College 64,China,19523,7308,12215,8.094709,2429418,Economics,Football,10,68.43,545
College 77,India,16623,4619,1377,8.923133,2026266,Physics,Tennis,12,73.64,248
College 2,Canada,8889,12561,-3672,6.6937145,1047429,Biotechnology,Badminton,44,94.18,549
College 36,China,11530,1830,9700,9.08391,907820,Mathematics,Athletics,17,98.52,235
College 93,Singapore,24868,7697,4122,9.0414965,902993,Biotechnology,Tennis,3,63.73,720
College 11,Japan,25389,12859,12530,8.006689999999999,733380,Computer Science,Tennis,29,75.22,485
College 98,Australia,22488,13217,3894,9.001062,4642124,Economics,Swimming,1,73.64,685
College 68,Australia,3340,12388,-9048,6.8677685,1415537,Civil Engineering,Chess,37,72.91,189
College 68,Switzerland,20288,5335,3224,10.0,3051045,Economics,Basketball,36,87.53999999999999,311
College 64,China,6052,14508,-8456,10.0,4565300,Mechanical Engineering,Athletics,6,67.03999999999999,288
College 1,UK,13398,8080,5318,6.669954,219908,Chemical Engineering,Swimming,4,98.24,442
College 89,USA,26152,10952,7183,8.9002215,780443,Electrical Engineering,Badminton,22,78.56,418
College 26,South Africa,6046,10691,-4645,7.341199,1562398,Electrical Engineering,Swimming,40,84.13,286
College 11,USA,9928,3305,6373,8.147942,2875884,Biotechnology,Swimming,23,90.47,575
College 87,South Africa,5235,4657,578,6.8609955000000005,741991,Economics,Chess,9,66.2,216
College 2,China,26406,2122,1906,5.556986,593972,Physics,Football,17,95.56,423
College 83,Singapore,28763,5648,9357,10.0,4850863,Mechanical Engineering,Chess,43,96.97,337
College 93,India,29803,9368,603,10.0,4207768,Economics,Basketball,8,98.69,569
College 40,UK,3908,2893,1015,7.9955345,1331069,Electrical Engineering,Volleyball,38,67.11,456
College 4,China,24135,4064,8503,9.6706655,3781331,Computer Science,Football,27,67.21000000000001,485
College 80,USA,26877,3147,3145,8.1947115,1149423,Computer Science,Volleyball,34,69.96000000000001,723
College 37,Singapore,18657,10864,7793,7.716938499999999,253877,Computer Science,Volleyball,22,85.41,574
College 61,USA,14819,7195,7624,8.294627,2549254,Physics,Athletics,39,87.42,399
College 91,China,15442,9898,2042,8.401135,1382270,Business Administration,Swimming,42,68.77,630
College 5,Australia,12066,14446,-2380,8.650513,2241026,Civil Engineering,Volleyball,40,92.68,185
College 15,China,23215,14349,5984,9.291543,4023086,Business Administration,Badminton,42,91.61,584
College 87,India,20919,1005,1864,10.0,4776988,Computer Science,Basketball,45,79.79,451
College 67,Japan,28115,7310,8423,9.1404765,3900953,Biotechnology,Badminton,32,77.03,612
College 82,South Africa,21834,3006,11101,8.8054155,4650831,Biotechnology,Tennis,27,85.74000000000001,449
College 26,India,9438,1516,7922,10.0,3923783,Civil Engineering,Badminton,5,94.48,389
College 6,Singapore,25876,2254,870,10.0,3746394,Chemical Engineering,Athletics,6,74.89,707
College 44,USA,20593,12129,661,7.0529605,1025921,Mechanical Engineering,Football,3,90.12,322
College 58,USA,14203,3690,7968,7.744645500000001,1269291,Civil Engineering,Cricket,44,78.11,242
College 81,Japan,3082,9993,-6911,7.852669000000001,3465338,Civil Engineering,Swimming,6,95.48,372
College 46,USA,1434,2356,-922,8.528124,4416248,Business Administration,Tennis,10,67.33,234
College 42,Japan,3517,6297,-2780,8.785299499999999,690599,Biotechnology,Athletics,10,84.32,182
College 48,India,4914,1230,3684,10.0,3723829,Mathematics,Cricket,25,68.89,293
College 27,Japan,1457,13300,-11843,10.0,2548901,Physics,Football,46,79.38,101
College 20,UK,9119,8194,925,10.0,4276527,Physics,Football,20,89.25,367
College 70,USA,25909,11006,3389,7.977836499999999,1415673,Mechanical Engineering,Athletics,29,83.04,477
College 35,Singapore,14072,11691,2381,9.63836,1916720,Physics,Swimming,28,91.82,525
College 76,India,6052,13465,-7413,9.0989025,2677805,Business Administration,Football,44,73.5,355
College 48,UK,13979,8016,663,8.467179,3974358,Chemical Engineering,Swimming,44,93.74,193
College 67,India,8760,13481,-4721,10.0,1981153,Economics,Chess,6,85.69999999999999,308
College 68,Canada,9887,7889,1998,9.205732,2391464,Business Administration,Cricket,30,85.59,346
College 52,Japan,14501,9226,5275,6.0473155,1474631,Civil Engineering,Volleyball,10,93.47,616
College 68,India,8396,11869,-3473,9.2111135,4702227,Computer Science,Athletics,0,60.05,236
College 4,USA,11802,6221,5581,8.644620999999999,1849242,Electrical Engineering,Swimming,8,66.05,272
College 39,South Africa,22287,10136,12151,5.782031,424062,Computer Science,Chess,1,61.53,483
College 21,Switzerland,14768,1446,4845,9.413143,4686286,Electrical Engineering,Football,16,89.38,598
College 66,UK,24284,4165,13119,8.770005,700010,Mathematics,Athletics,28,65.38,646
College 16,India,11524,1090,9629,8.8685785,4217157,Mechanical Engineering,Cricket,23,72.5,370
College 7,USA,22424,5979,2539,9.7438515,3567703,Economics,Tennis,26,80.17999999999999,564
College 83,Switzerland,17410,7561,1561,8.6332095,1306419,Electrical Engineering,Football,18,84.58,529
College 97,Canada,27490,2357,4215,9.7529045,1945809,Biotechnology,Swimming,37,80.98,358
College 9,Japan,3997,2408,1483,6.706367,652734,Computer Science,Badminton,7,61.830000000000005,449
College 17,Singapore,26771,12019,6382,7.9250885,3470177,Chemical Engineering,Cricket,5,73.73,411
College 91,China,9884,4138,929,8.2168825,3493765,Mechanical Engineering,Volleyball,20,66.0,289
College 97,Singapore,20419,5430,10331,7.830394500000001,280789,Mathematics,Athletics,34,92.03,376
College 12,Japan,10981,3853,2020,7.155385,1390770,Mechanical Engineering,Cricket,46,71.86999999999999,359
College 57,Switzerland,9890,5712,4178,7.636513,253026,Computer Science,Cricket,24,100.0,505
College 45,Switzerland,5565,10603,-5038,8.573863999999999,1067728,Mathematics,Badminton,5,100.0,249
College 11,Singapore,12020,621,10537,10.0,4776366,Physics,Football,7,95.71,539
College 13,India,16631,9680,6951,8.4264685,392937,Business Administration,Chess,9,83.58000000000001,334
College 31,Japan,2835,10521,-7686,9.405432,3690864,Mechanical Engineering,Basketball,31,96.95,127
College 77,Switzerland,10147,10789,-642,9.625227,2670454,Economics,Cricket,27,100.0,378
College 26,Singapore,4011,9866,-5855,9.476555,2513110,Electrical Engineering,Volleyball,11,94.38,236
College 63,Switzerland,4334,2074,2260,10.0,4472864,Mathematics,Chess,49,79.42,470
College 31,Canada,22325,1930,3626,8.84639,1312780,Chemical Engineering,Chess,22,87.35000000000001,430
College 22,USA,23783,3407,1611,8.391920500000001,343841,Biotechnology,Chess,25,83.19,612
College 6,USA,19694,7267,3490,8.0055075,2011015,Civil Engineering,Athletics,9,89.47,318
College 20,Japan,5041,10326,-5285,7.514521999999999,4589044,Mathematics,Chess,13,63.5,510
College 85,UK,16377,6325,10052,7.8828755,1065751,Computer Science,Football,49,81.55000000000001,662
College 10,Singapore,18090,6799,2830,7.8634825,506965,Chemical Engineering,Basketball,42,98.27,502
College 83,India,5492,4399,1093,8.768117,3356234,Electrical Engineering,Chess,27,87.02,284
College 35,Singapore,20788,10727,8700,8.6668965,2593793,Physics,Athletics,2,87.28,651
College 26,Singapore,29848,11211,11194,7.0434915,1826983,Mechanical Engineering,Swimming,29,70.55000000000001,593
College 71,Singapore,20099,5046,3828,8.6195055,3439011,Physics,Badminton,43,85.16,442
College 37,UK,2295,11133,-8838,7.654586999999999,2129174,Physics,Chess,27,98.72,334
College 8,USA,15674,1009,13375,9.919715,339430,Physics,Basketball,11,91.06,224
College 5,Singapore,29951,13589,4447,8.5375115,3935023,Biotechnology,Swimming,42,98.15,620
College 44,Canada,20764,12486,3480,10.0,4384923,Biotechnology,Swimming,32,97.64,703
College 100,UK,3728,1012,1632,5.8183305,316661,Business Administration,Football,40,82.63,524
College 92,Australia,24312,14041,10271,8.0253535,4870707,Physics,Cricket,1,80.57,325
College 67,USA,8796,1432,7364,8.9112215,1222443,Electrical Engineering,Football,18,80.57,249
College 72,India,6818,5357,1461,8.4321175,2444235,Business Administration,Athletics,25,72.84,130
College 79,Switzerland,1474,14775,-13301,8.371582,3303164,Civil Engineering,Tennis,8,92.6,394
College 91,Australia,27513,6714,13802,10.0,4470031,Business Administration,Cricket,42,92.84,545
College 49,China,9711,13750,-4039,8.645872,2691744,Business Administration,Tennis,47,78.53,539
College 36,Singapore,8201,6849,1032,10.0,4885163,Biotechnology,Football,29,70.28,571
College 80,Switzerland,12770,2605,9344,9.8564035,2992807,Physics,Athletics,23,83.42999999999999,190
College 26,Australia,16807,1027,4811,5.9556325,1111265,Biotechnology,Swimming,30,78.35,475
College 45,USA,18583,3663,13148,8.3379835,1215967,Mathematics,Badminton,39,77.48,663
College 61,Singapore,15021,6195,900,8.96133,1462660,Physics,Volleyball,28,100.0,563
College 44,South Africa,17729,911,8652,7.899123,298246,Computer Science,Swimming,3,75.11,275
College 4,Canada,6544,2617,3927,9.009145,2378290,Electrical Engineering,Tennis,39,69.78,227
College 76,Australia,29616,6533,8511,8.9177725,3155545,Electrical Engineering,Volleyball,47,90.71,601
College 81,India,18651,5189,5068,6.171415,2322830,Electrical Engineering,Basketball,3,95.89,524
College 58,Switzerland,10471,9886,585,8.44881,277620,Mathematics,Volleyball,14,98.02,242
College 26,India,13316,5826,7490,8.3190295,2358059,Chemical Engineering,Athletics,43,76.86,532
College 95,Canada,19018,1409,5961,10.0,4551433,Economics,Football,33,93.31,676
College 79,UK,9483,5249,4234,10.0,3134199,Electrical Engineering,Football,0,68.01,153
College 98,South Africa,8194,1542,5280,7.55855,357100,Civil Engineering,Badminton,30,100.0,224
College 29,Japan,28751,9553,7504,9.745472,4650944,Civil Engineering,Athletics,19,77.76,568
College 9,Australia,25127,774,11987,10.0,2208134,Electrical Engineering,Football,1,70.67999999999999,528
College 78,Singapore,15598,5491,10107,8.682077,4724154,Computer Science,Swimming,43,79.69,648
College 36,Australia,12765,3738,9027,9.1034295,3126859,Physics,Athletics,27,75.41,231
College 4,South Africa,4249,13716,-9467,8.769892,1679784,Electrical Engineering,Athletics,20,70.91,314
College 59,Switzerland,17537,2713,13147,8.082672,2985344,Chemical Engineering,Badminton,5,69.01,348
College 37,USA,29782,531,11152,9.4059945,4791989,Electrical Engineering,Swimming,8,66.63,779
College 88,Australia,3033,3585,-552,9.43065,4021300,Electrical Engineering,Football,28,83.72,340
College 81,South Africa,11862,4437,1513,8.538013000000001,796026,Biotechnology,Volleyball,33,91.85,244
College 13,Canada,26863,9354,9783,10.0,2138238,Chemical Engineering,Athletics,47,84.14,409
College 20,India,26844,10837,14208,9.914602,1809204,Biotechnology,Chess,27,63.88,344
College 17,Japan,8588,8518,70,8.891227,3042454,Business Administration,Cricket,42,78.8,480
College 51,Australia,26333,3148,11751,7.655583999999999,1451168,Physics,Basketball,35,81.54,376
College 91,South Africa,17017,10509,6508,8.424264,3348528,Mechanical Engineering,Badminton,30,97.89,526
College 55,Singapore,22419,7625,12514,9.905877,4391754,Mechanical Engineering,Cricket,5,70.29,330
College 33,India,19034,4542,6673,6.835217,350434,Computer Science,Badminton,2,72.4,682
College 21,Australia,25988,6437,5045,9.9994785,1458957,Mathematics,Football,6,81.05,662
College 81,South Africa,2204,3922,-1718,8.559211000000001,2478422,Physics,Badminton,13,78.86999999999999,390
College 22,Australia,23556,12658,10898,8.396328,1812656,Business Administration,Volleyball,1,68.13,731
College 25,Switzerland,1981,8376,-6395,7.7653245,2230649,Computer Science,Volleyball,7,90.68,408
College 67,China,15351,8041,6881,10.0,4098332,Business Administration,Cricket,3,64.14,555
College 91,Singapore,10730,7007,3723,7.035354,1910708,Electrical Engineering,Volleyball,11,70.44,370
College 91,USA,13772,11218,2554,7.944751999999999,2629504,Economics,Swimming,30,93.93,326
College 12,UK,25307,3510,11574,9.027284,3234568,Computer Science,Football,49,74.37,607
College 15,India,20734,8107,9869,9.7189555,3277911,Chemical Engineering,Chess,0,67.88,464
College 84,USA,26867,8834,1840,8.092407,3624814,Civil Engineering,Cricket,33,100.0,483
College 86,Switzerland,28680,7980,5406,10.0,4797229,Biotechnology,Chess,49,91.97,530
College 2,South Africa,9098,9362,-264,9.897293,4954586,Computer Science,Volleyball,41,84.97999999999999,267
College 4,South Africa,4624,1080,848,10.0,3458377,Chemical Engineering,Football,6,88.46,519
College 45,South Africa,14709,2561,4491,8.272724,3425448,Mathematics,Volleyball,26,90.56,267
College 13,India,10776,11017,-241,9.0054755,3410951,Business Administration,Basketball,34,81.96000000000001,458
College 55,Switzerland,3519,12066,-8547,7.797897000000001,1135794,Electrical Engineering,Athletics,34,85.71000000000001,210
College 32,Switzerland,20249,1350,4961,7.6158255,1971651,Economics,Athletics,28,94.14,322
College 22,South Africa,4865,605,4260,8.459256,2418512,Computer Science,Chess,29,89.82000000000001,260
College 89,South Africa,9393,4829,4564,9.554091,3988182,Computer Science,Tennis,18,75.96,485
College 91,India,11539,627,2678,8.3955485,2371097,Mechanical Engineering,Volleyball,28,100.0,215
College 55,China,10842,12061,-1219,9.4136325,2787265,Civil Engineering,Basketball,18,82.17,308
College 17,Japan,25726,11194,7510,8.782063,1684126,Business Administration,Chess,19,66.51,704
College 70,USA,27513,1771,573,8.2948865,4089773,Mechanical Engineering,Swimming,33,82.19,570
College 51,Australia,7794,1001,6346,7.448438,1596876,Computer Science,Swimming,44,96.27,386
College 80,USA,3375,10738,-7363,9.1878355,3175671,Chemical Engineering,Football,22,75.03,287
College 8,Australia,16584,7288,8027,9.1940075,2768015,Electrical Engineering,Cricket,36,97.89,411
College 61,Switzerland,22054,1547,2555,8.123953,1447906,Mechanical Engineering,Swimming,16,82.86,343
College 97,Australia,13421,10113,3308,8.577145,2774290,Computer Science,Tennis,49,84.73,418
College 10,India,13460,4549,8911,9.8429015,3745803,Physics,Tennis,27,77.04,622
College 98,Singapore,3939,9763,-5824,10.0,4672548,Civil Engineering,Swimming,31,73.32,328
College 19,UK,23286,11522,11764,10.0,2127501,Economics,Football,38,72.77,313
College 14,Japan,19242,11535,7707,7.3239935,3587987,Civil Engineering,Athletics,45,82.69,343
College 67,Switzerland,14452,7024,1048,10.0,3719247,Business Administration,Chess,19,77.33000000000001,605
College 55,UK,23288,5869,8333,9.0979925,3935985,Biotechnology,Football,8,78.02,626
College 61,India,10305,11924,-1619,8.9465585,2273117,Mathematics,Swimming,19,87.39,599
College 56,South Africa,10328,13911,-3583,7.7876045,315209,Civil Engineering,Cricket,45,95.08,220
College 63,Australia,28338,12578,7182,9.9491185,2038237,Physics,Tennis,2,71.56,644
College 87,Australia,24403,12198,12205,9.756779,3973558,Economics,Tennis,35,100.0,504
College 11,Singapore,25674,3400,3553,9.0634935,3566987,Mathematics,Basketball,36,73.25999999999999,597
College 47,India,27693,4036,6287,8.835391,1690782,Economics,Tennis,15,63.99,618
College 6,South Africa,29339,13493,1008,9.2532825,2426565,Business Administration,Athletics,44,84.93,423
College 34,China,12099,5673,3691,9.366637,1853274,Physics,Cricket,45,100.0,428
College 65,Switzerland,19850,14964,4154,6.3721755,224351,Chemical Engineering,Badminton,19,87.23,248
College 99,China,14203,12288,1915,8.1247205,3909441,Mathematics,Basketball,18,75.13,384
College 89,Switzerland,22522,9539,10162,9.47311,1306220,Computer Science,Athletics,40,100.0,311
College 64,Switzerland,25332,2474,9790,8.073895499999999,4407791,Physics,Tennis,47,83.64,485
College 93,Switzerland,7659,11352,-3693,8.282265,284530,Electrical Engineering,Volleyball,38,98.81,210
College 87,Canada,23021,12994,9870,9.684814,4349628,Physics,Basketball,26,89.49,456
College 82,Canada,9174,5338,3836,7.4130755,2886151,Computer Science,Cricket,46,86.78999999999999,195
College 78,UK,13203,14623,-1420,9.2329135,1225827,Computer Science,Chess,30,83.29,516
College 81,Canada,16210,5447,5335,7.63931,4058620,Electrical Engineering,Football,35,84.81,491
College 66,Singapore,23008,12914,1060,8.6047955,1009591,Electrical Engineering,Badminton,6,98.6,331
College 31,Switzerland,23012,1009,4666,8.330057,1460114,Business Administration,Athletics,37,76.89,346
College 83,Japan,16098,14121,1977,10.0,4359878,Business Administration,Chess,27,89.02,356
College 96,Singapore,29361,9189,11120,8.4469945,2013989,Biotechnology,Cricket,38,68.13,458
College 62,Singapore,17380,13633,3747,7.897880000000001,1235760,Mathematics,Tennis,43,76.97,429
College 54,Australia,26961,13494,13467,7.3348655,2029731,Mechanical Engineering,Football,13,79.86,583
College 92,USA,15310,5442,2332,9.6797225,3379445,Economics,Cricket,17,68.07000000000001,294
College 8,Japan,11998,2911,9087,9.102091,3584182,Computer Science,Basketball,43,93.82,515
College 42,Canada,10910,1267,9643,9.8435425,2847085,Chemical Engineering,Chess,25,75.35,530
College 41,USA,28646,9380,7362,6.1586735,2117347,Physics,Football,11,70.58,363
College 59,Japan,13356,14393,-1037,8.74598,751960,Mathematics,Volleyball,0,86.0,460
College 40,Switzerland,9374,11900,-2526,9.196203,1772406,Biotechnology,Cricket,48,65.26,203
College 22,Japan,11411,12958,-1547,9.1297075,4259415,Biotechnology,Football,34,100.0,258
College 24,China,11935,9952,1983,8.3753365,2450673,Chemical Engineering,Chess,49,88.71000000000001,561
College 38,South Africa,18758,6580,1964,8.2187415,2477483,Mechanical Engineering,Volleyball,40,68.31,247
College 2,South Africa,8670,8537,133,9.8064455,4732891,Mechanical Engineering,Basketball,45,81.52,215
College 41,Canada,8740,7859,881,8.54616,4032320,Electrical Engineering,Athletics,14,63.87,335
College 19,South Africa,24266,5530,1345,10.0,4752052,Biotechnology,Basketball,10,77.5,374
College 2,USA,17504,6226,4689,9.322446,964892,Business Administration,Tennis,11,75.00999999999999,268
College 92,UK,4177,14295,-10118,9.376585,3933170,Economics,Basketball,39,81.91000000000001,101
College 96,Singapore,23045,4336,3876,9.191028,1702056,Electrical Engineering,Basketball,32,78.48,451
College 62,Japan,22687,1816,12474,9.533225,4086450,Civil Engineering,Football,47,98.64,477
College 83,China,21430,13069,6159,9.1207115,3461423,Computer Science,Volleyball,37,74.83,485
College 16,USA,23795,7573,9820,9.4460425,1372085,Mechanical Engineering,Athletics,27,82.15,547
College 94,China,12557,585,11711,7.346413,1572826,Electrical Engineering,Football,48,100.0,547
College 22,Singapore,4219,6679,-2460,8.1116045,1163209,Computer Science,Chess,16,87.05,539
College 14,Singapore,7416,2355,5061,6.8878595,695719,Physics,Cricket,17,100.0,455
College 56,Japan,4308,9156,-4848,8.961193,2682386,Mathematics,Swimming,2,77.16,503
College 65,Australia,3557,9405,-5848,10.0,4685466,Economics,Tennis,2,73.07000000000001,337
College 45,India,16750,8435,5223,7.7496935,1539387,Electrical Engineering,Football,18,71.61999999999999,499
College 54,Australia,18820,2148,13707,7.010972,421944,Mechanical Engineering,Volleyball,48,95.59,580
College 66,South Africa,13926,10637,1448,9.833969499999998,2947939,Computer Science,Swimming,11,77.97,496
College 86,UK,22139,2045,9945,7.971690000000001,2483380,Economics,Badminton,42,87.21000000000001,623
College 46,USA,12295,9452,2843,10.0,3344497,Chemical Engineering,Cricket,0,76.09,324
College 33,Canada,19663,8126,2567,7.8437305,1607461,Mathematics,Volleyball,49,74.51,489
College 79,USA,4627,530,3540,7.426258499999999,1492517,Business Administration,Football,27,66.08,183
College 50,Canada,2609,12357,-9748,7.4595765,1519153,Physics,Athletics,49,82.09,241
College 22,China,2228,10029,-7801,10.0,3834428,Physics,Chess,44,93.75,193
College 40,Singapore,28537,5903,8430,7.6689575,2097915,Physics,Badminton,7,89.42,760
College 39,South Africa,20353,9110,11243,9.2590315,4178063,Biotechnology,Chess,9,82.88000000000001,620
College 41,Singapore,1439,5875,-4436,8.388433,3736866,Biotechnology,Badminton,25,68.05,102
College 75,India,27044,1222,5809,6.806424,332848,Civil Engineering,Football,14,63.03,665
College 68,Canada,1931,2025,-94,8.455583,1611166,Electrical Engineering,Athletics,41,100.0,249
College 7,India,3187,14508,-11321,8.6764285,3932857,Computer Science,Athletics,45,81.43,222
College 85,Japan,23201,5184,855,8.587954,4375908,Mathematics,Volleyball,47,70.9,532
College 71,Switzerland,6613,9607,-2994,9.568354,1716708,Business Administration,Chess,1,78.17999999999999,313
College 4,UK,13610,14359,-749,7.553543,3287086,Business Administration,Cricket,12,62.27,372
College 76,Australia,12154,4658,7496,8.698560500000001,417121,Chemical Engineering,Swimming,2,72.16,531
College 91,India,13070,9785,1831,8.692987,3045974,Electrical Engineering,Badminton,39,91.81,463
College 59,Australia,2143,10655,-8512,7.7886575,437315,Business Administration,Cricket,3,67.46,170
College 81,Japan,20582,11392,3175,9.5589465,2077893,Civil Engineering,Football,17,68.33,426
College 84,USA,23629,7060,5001,9.376006,4732012,Electrical Engineering,Cricket,4,73.31,691
College 95,Singapore,4301,12390,-8089,8.1595125,3679025,Economics,Tennis,20,75.69,127
College 26,Switzerland,11681,13221,-1540,8.500393500000001,3200787,Chemical Engineering,Swimming,26,93.18,497
College 31,Australia,17599,8874,6701,8.710867499999999,2581735,Civil Engineering,Chess,29,92.61,380
College 99,China,15938,6181,9757,8.2214615,2422923,Computer Science,Tennis,40,68.96,277
College 73,Australia,14162,13639,523,10.0,3584252,Biotechnology,Tennis,28,87.44,268
College 69,South Africa,18545,7207,11338,7.719093000000001,4058186,Economics,Basketball,1,98.3,409
